"ncbi_name","phylotree_tip_label","img_id","ncbi_acc","families","uvrA","mutT","mutY","mutL","mutS","mutH","dnaQ","ung","mutM","uvrD","nfi","Ts/Tv bias"," AT --> GC bias"
"Chlamydophila caviae GPIC","t637000066",637000066,"GCA_000007605.1","Chlamydiae",1,0,1,1,1,0,1,1,0,1,0,-0.135454465964541,0.274322920740101
"Chlamydia felis Fe/C-56","t637000067",637000067,"GCA_000009945.1","Chlamydiae",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Coraliomargarita akajimensis DSM 45221","t646564524",646564524,"GCA_000025905.1","Verrucomicrobia",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Opitutus terrae PB90-1","t641522643",641522643,"GCA_000019965.1","Verrucomicrobia",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Opitutaceae bacterium TAV5","t2510065049",2510065049,"GCA_000242935.3","Verrucomicrobia",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Methylacidiphilum infernorum V4","t642555138",642555138,"GCA_000019665.1","Verrucomicrobia",1,1,1,1,1,0,0,0,0,1,1,0.232102984694789,-0.0146439658999484
"Akkermansia muciniphila ATCC BAA-835","t642555104",642555104,"GCA_000020225.1","Verrucomicrobia",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Brachyspira pilosicoli 95/1000","t648028009",648028009,"GCA_000143725.1","Spirochaetia",1,1,1,1,1,0,0,0,1,1,0,0.248877932566838,0.0121532874299919
"Brachyspira murdochii DSM 12563","t646564514",646564514,"GCA_000092845.1","Spirochaetia",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Brachyspira hyodysenteriae WA1","t643692010",643692010,"GCA_000022105.1","Spirochaetia",1,1,1,1,1,0,0,0,1,1,0,0.248877932566838,0.0121532874299919
"Brachyspira intermedia PWS/A","t2511231202",2511231202,"GCA_000223215.1","Spirochaetia",1,1,1,1,1,0,0,0,1,1,0,0.248877932566838,0.0121532874299919
"Borrelia duttonii Ly","t643348518",643348518,"GCA_000019685.1","Spirochaetia",1,0,1,1,1,0,0,1,0,1,0,-0.0721175767887301,0.293149788050939
"Borrelia turicatae 91E135","t642555109",642555109,"GCA_000012085.1","Spirochaetia",1,0,1,1,1,0,0,1,0,1,0,-0.0721175767887301,0.293149788050939
"Borreliella bissettii DN127","t2511231103",2511231103,"GCA_000222305.1","Spirochaetia",1,0,1,1,1,0,0,1,0,1,0,-0.0721175767887301,0.293149788050939
"Borreliella bavariensis PBi","t643692009",643692009,"GCA_000196215.1","Spirochaetia",1,0,1,1,1,0,0,1,0,1,0,-0.0721175767887301,0.293149788050939
"Borrelia burgdorferi B31","t637000036",637000036,"GCA_000008685.2","Spirochaetia",1,0,1,1,1,0,0,1,0,1,0,-0.0721175767887301,0.293149788050939
"Spirochaeta thermophila DSM 6192","t648028053",648028053,"GCA_000147075.1","Spirochaetia",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Spirochaeta thermophila DSM 6578","t2506381022",2506381022,"GCA_000184345.2","Spirochaetia",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Spirochaeta africana DSM 8902","t2509276057",2509276057,"GCA_000242595.3","Spirochaetia",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Treponema azotonutricium ZAS-9","t650716099",650716099,"GCA_000214355.1","Spirochaetia",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Treponema primitia ZAS-2","t650716102",650716102,"GCA_000214375.1","Spirochaetia",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Treponema brennaborense DSM 12168","t650716100",650716100,"GCA_000212415.1","Spirochaetia",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Treponema succinifaciens DSM 2489","t2504557012",2504557012,"GCA_000195275.1","Spirochaetia",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Treponema denticola ATCC 35405","t637000327",637000327,"GCA_000008185.1","Spirochaetia",1,1,1,0,1,0,1,0,0,1,0,0.295625256789309,0.0281625149755244
"Treponema pallidum subsp. pallidum str. Nichols","t637000328",637000328,"GCA_000008605.1","Spirochaetia",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Sphaerochaeta coccoides DSM 17374","t2503904012",2503904012,"GCA_000208385.1","Spirochaetia",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Sphaerochaeta globosa str. Buddy","t650377973",650377973,"GCA_000190435.1","Spirochaetia",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Sphaerochaeta pleomorpha str. Grapes","t2508501070",2508501070,"GCA_000236685.1","Spirochaetia",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Spirochaeta smaragdinae DSM 11293","t648028052",648028052,"GCA_000143985.1","Spirochaetia",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Turneriella parva DSM 21527","t2506520013",2506520013,"GCA_000266885.1","Spirochaetia",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'","t642555137",642555137,"GCA_000017685.1","Spirochaetia",1,1,1,1,1,0,0,1,0,1,0,0.173243332696363,0.0432967502723996
"Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130","t637000150",637000150,"GCA_000007685.1","Spirochaetia",1,1,1,1,1,0,0,0,0,1,0,0.230573445789135,-0.0108092754894242
"Leptospira interrogans serovar Lai str. IPAV","t2511231167",2511231167,"GCA_000231175.1","Spirochaetia",1,1,1,1,1,0,0,0,0,1,0,0.230573445789135,-0.0108092754894242
"Leptospira borgpetersenii serovar Hardjo-bovis str. L550","t639633033",639633033,"GCA_000013945.1","Spirochaetia",1,1,1,1,1,0,0,0,0,1,0,0.230573445789135,-0.0108092754894242
"Fibrobacter succinogenes subsp. succinogenes S85","t650377942",650377942,"GCA_000024665.1","Fibrobacteres",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Gemmatimonas aurantiaca T-27","t643692024",643692024,"GCA_000010305.1","Gemmatimonadetes",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Chloroherpeton thalassium ATCC 35110","t642555123",642555123,"GCA_000020525.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Prosthecochloris aestuarii DSM 271","t642555149",642555149,"GCA_000020625.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Chlorobium phaeobacteroides BS1","t642555122",642555122,"GCA_000020545.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Chlorobium tepidum TLS","t637000073",637000073,"GCA_000006985.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Chlorobaculum parvum NCIB 8327","t642555120",642555120,"GCA_000020505.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,0,0,0,0,0.281273197194295,0.00595153100329267
"Chlorobium limicola DSM 245","t642555121",642555121,"GCA_000020465.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Chlorobium phaeobacteroides DSM 266","t639633020",639633020,"GCA_000015125.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Chlorobium phaeovibrioides DSM 265","t640427130",640427130,"GCA_000016085.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Chlorobium luteolum DSM 273","t637000205",637000205,"GCA_000012485.1","Bacteroidetes/Chlorobi group",1,1,1,1,0,0,1,0,0,1,0,0.308713118240603,0.0321795566795031
"Pelodictyon phaeoclathratiforme BU-1","t642555146",642555146,"GCA_000020645.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Chlorobium chlorochromatii CaD3","t637000072",637000072,"GCA_000012585.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,0,0,0,1,0,0.230573445789135,-0.0108092754894242
"Runella slithyformis DSM 19594","t2505679030",2505679030,"GCA_000218895.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,1,1,1,0.129740469203908,0.0435977554704535
"Emticicia oligotrophica DSM 17448","t2506485001",2506485001,"GCA_000263195.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Spirosoma linguale DSM 74","t646311954",646311954,"GCA_000024525.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,1,1,1,0.129740469203908,0.0435977554704535
"Dyadobacter fermentans DSM 18053","t644736356",644736356,"GCA_000023125.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,1,1,1,0.129740469203908,0.0435977554704535
"Leadbetterella byssophila DSM 17132","t649633063",649633063,"GCA_000166395.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Cytophaga hutchinsonii ATCC 33406","t637000087",637000087,"GCA_000014145.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Candidatus Amoebophilus asiaticus 5a2","t642555114",642555114,"GCA_000020565.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,0,1,0,1,0,0.173243332696363,0.0432967502723996
"Marivirga tractuosa DSM 4126","t649633065",649633065,"GCA_000183425.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Flexibacter litoralis DSM 6794","t2509276059",2509276059,"GCA_000265505.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,1,0.111435982426205,0.0206351925510374
"Cyclobacterium marinum DSM 745","t2506381023",2506381023,"GCA_000222485.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Echinicola vietnamensis DSM 17526","t2509276020",2509276020,"GCA_000325705.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Solitalea canadensis DSM 3403","t2509276062",2509276062,"GCA_000242635.3","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Sphingobacterium sp. 21","t2505679080",2505679080,"GCA_000192845.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,1,1,1,0.129740469203908,0.0435977554704535
"Pedobacter heparinus DSM 2366","t644736398",644736398,"GCA_000023825.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Tannerella forsythia 92A2","t2512047036",2512047036,"GCA_000238215.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Odoribacter splanchnicus DSM 20712","t649633078",649633078,"GCA_000190535.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Porphyromonas asaccharolytica DSM 20707","t2504756018",2504756018,"GCA_000212375.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Porphyromonas gingivalis TDC60","t650716072",650716072,"GCA_000270225.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Paludibacter propionicigenes WB4","t649633080",649633080,"GCA_000183135.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2","t643348524",643348524,"GCA_000010645.1","Bacteroidetes/Chlorobi group",1,0,1,1,1,0,1,1,0,1,0,-0.135454465964541,0.274322920740101
"Bacteroides vulgatus ATCC 8482","t640753008",640753008,"GCA_000012825.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Bacteroides salanitronis DSM 18170","t649633013",649633013,"GCA_000190575.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Bacteroides fragilis YCH46","t637000025",637000025,"GCA_000009925.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Bacteroides thetaiotaomicron VPI-5482","t637000026",637000026,"GCA_000011065.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Bacteroides helcogenes P 36-108","t649633012",649633012,"GCA_000186225.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Prevotella ruminicola 23","t646564560",646564560,"GCA_000025925.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Prevotella sp. oral taxon 299 str. F0039","t647533197",647533197,"GCA_000163055.2","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Prevotella melaninogenica ATCC 25845","t648028051",648028051,"GCA_000144405.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Prevotella intermedia 17","t2501416924",2501416924,"GCA_000261025.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,0,0,0.223943084101523,0.0600575567651165
"Parabacteroides distasonis ATCC 8503","t640753039",640753039,"GCA_000012845.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Barnesiella viscericola DSM 18177","t2509276067",2509276067,"GCA_000512915.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Alistipes finegoldii DSM 17242","t2509601035",2509601035,"GCA_000265365.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Fluviicola taffensis DSM 16823","t2503707007",2503707007,"GCA_000194605.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu","t2511231112",2511231112,"GCA_000236405.1","Bacteroidetes/Chlorobi group",0,0,1,1,1,0,1,0,0,1,0,-0.0819782358663048,0.220018993227888
"Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR","t2511231105",2511231105,"GCA_000233435.1","Bacteroidetes/Chlorobi group",0,0,1,1,1,0,1,0,0,1,0,-0.0819782358663048,0.220018993227888
"Blattabacterium sp. (Blattella germanica) str. Bge","t650716011",650716011,"GCA_000022605.2","Bacteroidetes/Chlorobi group",0,0,1,1,1,0,1,1,0,1,0,-0.139308348959078,0.274125018989712
"Blattabacterium sp. (Periplaneta americana) str. BPLAN","t646311912",646311912,"GCA_000093165.1","Bacteroidetes/Chlorobi group",0,0,1,1,1,0,1,1,0,1,0,-0.139308348959078,0.274125018989712
"Ornithobacterium rhinotracheale DSM 15997","t2509601001",2509601001,"GCA_000265465.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Flavobacteriaceae bacterium 3519-10","t644736368",644736368,"GCA_000023725.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Riemerella anatipestifer ATCC 11845 = DSM 15868","t2512564079",2512564079,"GCA_000183155.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Riemerella anatipestifer RA-GD","t651053063",651053063,"GCA_000191565.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Weeksella virosa DSM 16922","t650377986",650377986,"GCA_000189415.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Flavobacterium johnsoniae UW101","t644736369",644736369,"GCA_000016645.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Flavobacterium psychrophilum JIP02/86","t640753027",640753027,"GCA_000064305.2","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Capnocytophaga canimorsus Cc5","t650716019",650716019,"GCA_000220625.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Capnocytophaga ochracea DSM 7271","t644736338",644736338,"GCA_000023285.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Robiginitalea biformata HTCC2501","t646311950",646311950,"GCA_000024125.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Maribacter sp. HTCC2170","t648028027",648028027,"GCA_000153165.2","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Cellulophaga lytica DSM 7489","t649633032",649633032,"GCA_000190595.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Cellulophaga algicola DSM 14237","t649633031",649633031,"GCA_000186265.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Polaribacter sp. MED152","t638341218",638341218,"GCA_000152945.2","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Lacinutrix sp. 5H-3-7-4","t650716044",650716044,"GCA_000211855.3","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Dokdonia sp. MED134","t638341059",638341059,"GCA_000152925.3","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Zunongwangia profunda SM-A87","t646564591",646564591,"GCA_000023465.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Gramella forsetii KT0803","t639633025",639633025,"GCA_000060345.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Aequorivita sublithincola DSM 14238","t2509276063",2509276063,"GCA_000265385.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Muricauda ruestringensis DSM 13258","t2505679007",2505679007,"GCA_000224085.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Flavobacterium columnare ATCC 49512","t2511231122",2511231122,"GCA_000240075.2","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,1,0.111435982426205,0.0206351925510374
"Chitinophaga pinensis DSM 2588","t644736340",644736340,"GCA_000024005.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,1,1,1,0.129740469203908,0.0435977554704535
"Niastella koreensis GR20-10","t2506520016",2506520016,"GCA_000246855.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Niabella soli DSM 19437","t2506783006",2506783006,"GCA_000243115.3","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Haliscomenobacter hydrossis DSM 1100","t2504756004",2504756004,"GCA_000212735.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Saprospira grandis str. Lewin","t2512564032",2512564032,"GCA_000250635.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,1,0,1,1,0.111435982426205,0.0206351925510374
"Rhodothermus marinus DSM 4252","t646311949",646311949,"GCA_000024845.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,0,0,1,1,0.168766095518978,-0.0334708332107864
"Rhodothermus marinus SG0.5JP17-172","t2505679078",2505679078,"GCA_000224745.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,0,0,1,1,0.168766095518978,-0.0334708332107864
"Salinibacter ruber DSM 13855","t637000250",637000250,"GCA_000013045.1","Bacteroidetes/Chlorobi group",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"uncultured Termite group 1 bacterium phylotype Rs-D17","t642555172",642555172,"GCA_000146025.1","Elusimicrobia",1,0,1,1,1,0,1,0,0,1,0,-0.078124352871768,0.220216894978277
"Elusimicrobium minutum Pei191","t642555127",642555127,"GCA_000020145.1","Elusimicrobia",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Thermodesulfovibrio yellowstonii DSM 11347","t643348581",643348581,"GCA_000020985.1","Nitrospira",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Denitrovibrio acetiphilus DSM 12809","t646564527",646564527,"GCA_000025725.1","Deferribacteres",1,1,1,1,1,0,1,0,0,1,0,0.167236556613325,-0.0296361428002622
"Calditerrivibrio nitroreducens DSM 19672","t649633026",649633026,"GCA_000183405.1","Deferribacteres",1,1,1,1,1,0,1,0,0,1,1,0.168766095518978,-0.0334708332107864
"Flexistipes sinusarabici DSM 4947","t2505679008",2505679008,"GCA_000218625.1","Deferribacteres",1,1,1,1,0,0,1,0,1,1,1,0.328547143923959,0.051307429188395
"Desulfurispirillum indicum S5","t649633038",649633038,"GCA_000177635.2","Chrysiogenetes",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Desulfurella acetivorans A63","t2512564091",2512564091,"GCA_000517565.1","Deltaproteobacteria",1,1,1,0,0,0,0,0,0,1,0,0.500438707592398,0.108805081766128
"Hippea maritima DSM 10411","t2504136000",2504136000,"GCA_000194135.1","Deltaproteobacteria",1,1,1,0,0,0,0,0,0,1,1,0.501968246498051,0.104970391355603
"Nautilia profundicola AmH","t643692029",643692029,"GCA_000021725.1","Epsilonproteobacteria",1,1,1,0,1,0,1,0,0,1,0,0.295625256789309,0.0281625149755244
"Sulfurimonas denitrificans DSM 1251","t637000326",637000326,"GCA_000012965.1","Epsilonproteobacteria",1,1,1,0,1,0,1,1,0,1,0,0.238295143696537,0.0822685407373482
"Sulfurimonas autotrophica DSM 16294","t648028058",648028058,"GCA_000147355.1","Epsilonproteobacteria",1,1,1,0,1,0,1,1,0,1,0,0.238295143696537,0.0822685407373482
"Sulfuricurvum kujiense DSM 16994","t649633097",649633097,"GCA_000183725.1","Epsilonproteobacteria",1,1,1,0,1,0,1,1,0,1,0,0.238295143696537,0.0822685407373482
"Nitratifractor salsuginis DSM 16511","t649633076",649633076,"GCA_000186245.1","Epsilonproteobacteria",1,1,1,0,1,0,1,0,0,1,0,0.295625256789309,0.0281625149755244
"Sulfurovum sp. NBC37-1","t640753056",640753056,"GCA_000010345.1","Epsilonproteobacteria",1,1,1,0,0,0,1,0,0,1,0,0.437101818416587,0.0899782144552897
"Campylobacter curvus 525.92","t640753010",640753010,"GCA_000017465.1","Epsilonproteobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
"Campylobacter concisus 13826","t640753009",640753009,"GCA_000017725.1","Epsilonproteobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
"Campylobacter hominis ATCC BAA-381","t640753011",640753011,"GCA_000017585.1","Epsilonproteobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
"Campylobacter fetus subsp. fetus 82-40","t639633016",639633016,"GCA_000015085.1","Epsilonproteobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
"Campylobacter lari RM2100","t643692014",643692014,"GCA_000019205.1","Epsilonproteobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
"Campylobacter jejuni subsp. jejuni ICDCCJ07001","t649633027",649633027,"GCA_000184085.1","Epsilonproteobacteria",1,0,1,0,0,0,1,1,0,1,0,0.134410795838722,0.393937277995652
"Campylobacter jejuni subsp. doylei 269.97","t640753012",640753012,"GCA_000017485.1","Epsilonproteobacteria",1,1,1,0,0,0,0,1,0,1,0,0.443108594499625,0.162911107527951
"Sulfurospirillum deleyianum DSM 6946","t646311960",646311960,"GCA_000024885.1","Epsilonproteobacteria",1,1,1,0,1,0,1,1,0,1,0,0.238295143696537,0.0822685407373482
"Sulfurospirillum barnesii SES-3","t2506783064",2506783064,"GCA_000265295.1","Epsilonproteobacteria",1,1,1,0,1,0,1,1,0,1,0,0.238295143696537,0.0822685407373482
"Arcobacter nitrofigilis DSM 7299","t646564506",646564506,"GCA_000092245.1","Epsilonproteobacteria",1,1,1,0,1,0,1,1,0,1,0,0.238295143696537,0.0822685407373482
"Arcobacter butzleri ED-1","t2511231182",2511231182,"GCA_000284355.1","Epsilonproteobacteria",1,1,1,0,1,0,1,1,0,1,0,0.238295143696537,0.0822685407373482
"Arcobacter sp. L","t2511231177",2511231177,"GCA_000284235.1","Epsilonproteobacteria",1,1,1,0,1,0,1,1,0,1,0,0.238295143696537,0.0822685407373482
"Arcobacter butzleri RM4018","t640753004",640753004,"GCA_000014025.1","Epsilonproteobacteria",1,1,1,0,1,0,1,1,0,1,0,0.238295143696537,0.0822685407373482
"Helicobacter mustelae 12198","t646564537",646564537,"GCA_000091985.1","Epsilonproteobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
"Helicobacter felis ATCC 49179","t649633054",649633054,"GCA_000200595.1","Epsilonproteobacteria",1,1,1,0,0,0,0,1,0,1,0,0.443108594499625,0.162911107527951
"Helicobacter pylori 51","t646862330",646862330,"GCA_000011725.1","Epsilonproteobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
"Helicobacter pylori 52","t646862329",646862329,"GCA_000023805.1","Epsilonproteobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
"Helicobacter pylori P12","t643348559",643348559,"GCA_000021465.1","Epsilonproteobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
"Helicobacter pylori SJM180","t648028032",648028032,"GCA_000148855.1","Epsilonproteobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
"Helicobacter pylori G27","t643348558",643348558,"GCA_000021165.1","Epsilonproteobacteria",0,1,1,0,0,0,1,1,0,1,0,0.375917822329278,0.143886338466725
"Helicobacter acinonychis str. Sheeba","t637000130",637000130,"GCA_000009305.1","Epsilonproteobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
"Helicobacter pylori SouthAfrica7","t650377952",650377952,"GCA_000185245.1","Epsilonproteobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
